evidence_id,evidence_block,hypothesis_id,cohort,estimand,comparison_or_scenario,horizon_months,metric,estimate,ci95_lower,ci95_upper,denominator,availability_state,adjudication,artifact_path,limitation,authority_commit
PLAN:fresh_primary:tp_reduction_25,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,tp_reduction_25,1|2|3,delta_objective_vs_no_action,-0.1232902117,-0.1264303271,-0.1206622506,6858,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:tp_tn_reduction_10,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,tp_tn_reduction_10,1|2|3,delta_objective_vs_no_action,-0.101181153,-0.1030855205,-0.09955689195,5031,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:clarity_mild,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,clarity_mild,1|2|3,delta_objective_vs_no_action,-0.07191302563,-0.07477028894,-0.069606023,1776,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:clarity_strong,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,clarity_strong,1|2|3,delta_objective_vs_no_action,-0.1407864786,-0.1437568328,-0.1383398553,1776,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:nutrient_clarity_mild,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,nutrient_clarity_mild,1|2|3,delta_objective_vs_no_action,-0.129697103,-0.1346572206,-0.1258390947,1668,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:nutrient_clarity_strong,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,nutrient_clarity_strong,1|2|3,delta_objective_vs_no_action,-0.19391986,-0.200963333,-0.1882562894,1668,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:oxygen_support_05,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,oxygen_support_05,1|2|3,delta_objective_vs_no_action,-0.02871309011,-0.02939108749,-0.02806343134,2400,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:tn_reduction_10,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,tn_reduction_10,1|2|3,delta_objective_vs_no_action,-0.0395700732,-0.04099480748,-0.0384445511,570,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:tp_reduction_10,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,tp_reduction_10,1|2|3,delta_objective_vs_no_action,-0.04874355798,-0.05236304889,-0.04658074538,2124,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:tp_reduction_25,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,tp_reduction_25,1|2|3,delta_objective_vs_no_action,-0.1196888174,-0.1250972118,-0.1154795994,2124,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:legacy_posthoc:tp_tn_reduction_10,planning,H5a,legacy_posthoc,observation_weighted_pooled_h1_h3,tp_tn_reduction_10,1|2|3,delta_objective_vs_no_action,-0.1050052412,-0.1140581251,-0.09807751829,561,posthoc_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
