source_id,site_id,site_id_source,site_name,split,horizon_months,origin_year_month,target_year_month,bloom_h,target_risk_chla_h,operational_evidence_band,has_tp,has_tn,has_temperature,has_light_proxy,has_physicochemical,has_current_chla_forbidden
wqp,wqp:21FLGTM_WQX-GTMGL4NUT,21FLGTM_WQX-GTMGL4NUT,GUANA LAKE 4,test,3,2022-01,2022-04,False,0.253593702006051,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLMNUT,21FLGTM_WQX-GTMLMNUT,LAKE MID,test,3,2022-01,2022-04,False,0.8447719033649556,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLSNUT,21FLGTM_WQX-GTMLSNUT,LAKE SOUTH,test,3,2022-01,2022-04,False,0.10545438106713555,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMMKNUT,21FLGTM_WQX-GTMMKNUT,MICKLERS,test,3,2022-01,2022-04,False,0.8863400689801484,low,True,False,False,False,False,True
wqp,wqp:MNPCA-27-0133-02-106,MNPCA-27-0133-02-106,MINNETONKA (LOWER LAKE),train,1,1970-03,1970-04,True,1.0,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-05-112,MNPCA-27-0133-05-112,MINNETONKA (UPPER LAKE),train,1,1970-03,1970-04,False,0.5728288519537973,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-05-203,MNPCA-27-0133-05-203,MINNETONKA (UPPER LAKE),train,1,1970-03,1970-04,False,0.9408593743362484,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-09-201,MNPCA-27-0133-09-201,MINNETONKA (HALSTEDS BAY),train,1,1970-03,1970-04,True,1.0,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-10-101,MNPCA-27-0133-10-101,MINNETONKA (CRYSTAL BAY),train,1,1970-03,1970-04,True,1.0,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-02-106,MNPCA-27-0133-02-106,MINNETONKA (LOWER LAKE),train,2,1970-02,1970-04,True,1.0,low,True,False,False,False,False,False
wqp,wqp:MNPCA-27-0133-05-112,MNPCA-27-0133-05-112,MINNETONKA (UPPER LAKE),train,2,1970-02,1970-04,False,0.5728288519537973,low,True,False,False,False,False,False
