source_id,split,horizon_months,feature_family,feature_name,column,rows,present_rows,coverage_rate,sites_with_value,bloom_positive
wqp,train,2,nutrient,log_TN,log_TN,399759,46591,0.11654772000130079,4726,84552
wqp,train,2,nutrient,log_TP,log_TP,399759,155077,0.3879262255508944,13419,84552
wqp,train,2,physicochemical,DO_mgL,mean_DO_mgL,399759,166148,0.4156204112978069,15156,84552
wqp,train,2,physicochemical,pH,mean_pH,399759,159655,0.3993781253205056,15438,84552
wqp,train,2,temperature,temperature_C,mean_temperature_C,399759,197780,0.4947480857216473,16578,84552
wqp,train,3,light_proxy,secchi_depth_m,mean_secchi_depth_m,365093,293353,0.8035021213772929,18212,78556
wqp,train,3,light_proxy,turbidity_NTU,mean_turbidity_NTU,365093,93351,0.2556910157138044,9511,78556
wqp,train,3,nutrient,TN_TP_ratio,TN_TP_ratio,365093,29139,0.07981254091423282,3648,78556
wqp,train,3,nutrient,TN_ugL,mean_TN_ugL,365093,44594,0.12214422078758015,4628,78556
wqp,train,3,nutrient,TP_ugL,mean_TP_ugL,365093,124868,0.342016965540287,13121,78556
wqp,train,3,nutrient,log_TN,log_TN,365093,44594,0.12214422078758015,4628,78556
wqp,train,3,nutrient,log_TP,log_TP,365093,124868,0.342016965540287,13121,78556
wqp,train,3,physicochemical,DO_mgL,mean_DO_mgL,365093,157928,0.4325692357837592,14943,78556
wqp,train,3,physicochemical,pH,mean_pH,365093,156299,0.42810735894689844,15057,78556
wqp,train,3,temperature,temperature_C,mean_temperature_C,365093,179138,0.4906640225915041,16405,78556
wqp,validation,1,light_proxy,secchi_depth_m,mean_secchi_depth_m,52222,44356,0.8493738271226686,5941,8075
wqp,validation,1,light_proxy,turbidity_NTU,mean_turbidity_NTU,52222,13975,0.26760752173413505,2111,8075
wqp,validation,1,nutrient,TN_TP_ratio,TN_TP_ratio,52222,23329,0.4467274328826931,2313,8075
wqp,validation,1,nutrient,TN_ugL,mean_TN_ugL,52222,23986,0.45930833748228717,2421,8075
wqp,validation,1,nutrient,TP_ugL,mean_TP_ugL,52222,44198,0.8463482823331163,6207,8075
wqp,validation,1,nutrient,log_TN,log_TN,52222,23986,0.45930833748228717,2421,8075
wqp,validation,1,nutrient,log_TP,log_TP,52222,44198,0.8463482823331163,6207,8075
wqp,validation,1,physicochemical,DO_mgL,mean_DO_mgL,52222,22847,0.43749760637279306,3952,8075
wqp,validation,1,physicochemical,pH,mean_pH,52222,22301,0.4270422427329478,3806,8075
wqp,validation,1,temperature,temperature_C,mean_temperature_C,52222,30091,0.5762130902684692,4959,8075
wqp,validation,2,light_proxy,secchi_depth_m,mean_secchi_depth_m,47050,39611,0.8418916046758768,6175,7629
wqp,validation,2,light_proxy,turbidity_NTU,mean_turbidity_NTU,47050,13752,0.2922848034006376,2414,7629
wqp,validation,2,nutrient,TN_TP_ratio,TN_TP_ratio,47050,22072,0.46911795961742825,2562,7629
wqp,validation,2,nutrient,TN_ugL,mean_TN_ugL,47050,22932,0.4873963868225292,2697,7629
wqp,validation,2,nutrient,TP_ugL,mean_TP_ugL,47050,39782,0.8455260361317747,6625,7629
wqp,validation,2,nutrient,log_TN,log_TN,47050,22932,0.4873963868225292,2697,7629
wqp,validation,2,nutrient,log_TP,log_TP,47050,39782,0.8455260361317747,6625,7629
wqp,validation,2,physicochemical,DO_mgL,mean_DO_mgL,47050,20871,0.44359192348565357,4256,7629
wqp,validation,2,physicochemical,pH,mean_pH,47050,20691,0.4397662061636557,4161,7629
wqp,validation,2,temperature,temperature_C,mean_temperature_C,47050,26409,0.5612964930924549,5262,7629
wqp,validation,3,light_proxy,secchi_depth_m,mean_secchi_depth_m,41154,34222,0.8315595081887545,6022,6876
wqp,validation,3,light_proxy,turbidity_NTU,mean_turbidity_NTU,41154,14394,0.3497594401516256,2706,6876
wqp,validation,3,nutrient,TN_TP_ratio,TN_TP_ratio,41154,20341,0.49426544199834765,2560,6876
wqp,validation,3,nutrient,TN_ugL,mean_TN_ugL,41154,20987,0.5099625795791417,2683,6876
wqp,validation,3,nutrient,TP_ugL,mean_TP_ugL,41154,35540,0.8635855566895076,6504,6876
wqp,validation,3,nutrient,log_TN,log_TN,41154,20987,0.5099625795791417,2683,6876
wqp,validation,3,nutrient,log_TP,log_TP,41154,35540,0.8635855566895076,6504,6876
wqp,validation,3,physicochemical,DO_mgL,mean_DO_mgL,41154,19060,0.4631384555571755,4354,6876
wqp,validation,3,physicochemical,pH,mean_pH,41154,19186,0.46620012635466784,4221,6876
wqp,validation,3,temperature,temperature_C,mean_temperature_C,41154,22428,0.5449774019536375,5168,6876
