score_name,horizon_months,split,rows,bloom_rows,risk_rows,threshold,bloom_positive,bloom_rate,pr_auc,roc_auc,brier,recall,macro_f1,risk_rmse,risk_mae
irc1_no_chla,2,validation,256,256,256,0.5,28,0.109375,0.1510828804379678,0.5650062656641603,0.2590904567148218,0.8928571428571429,0.2441445989566601,0.42271875956609195,0.37911666739869837
irc1_no_chla,3,test,256,256,256,0.5,34,0.1328125,0.22013586976391372,0.6123476417594064,0.2659985999579907,0.8529411764705882,0.27183753364325913,0.43122249254654366,0.3816392923703342
irc1_no_chla,3,train,256,256,256,0.5,45,0.17578125,0.32034976496066,0.6131648235913638,0.2538916137849767,0.8888888888888888,0.25558616467707373,0.4260804161193736,0.3865899646638994
irc1_no_chla,3,validation,256,256,256,0.5,36,0.140625,0.22865027037407737,0.6005681818181817,0.25232673642491443,0.9166666666666666,0.25389486533913175,0.4282929558139621,0.3888471145932905
irc1_adaptive,1,test,256,256,256,0.5,37,0.14453125,0.5679521463854853,0.9242873009996297,0.19085618174298102,0.972972972972973,0.69377990430622,0.31279969787877504,0.2811579165431458
irc1_adaptive,1,train,256,256,256,0.5,34,0.1328125,0.5849419947668003,0.904014308426073,0.1877955302196177,0.8529411764705882,0.6767676767676767,0.342398261404106,0.31193416901890963
irc1_adaptive,1,validation,256,256,256,0.5,27,0.10546875,0.35044594998288203,0.7979136341581757,0.18837885655958259,0.7407407407407407,0.6554865424430641,0.3233566743551368,0.29151593266553183
irc1_adaptive,2,test,256,256,256,0.5,36,0.140625,0.4924953172000519,0.8529671717171717,0.18295422592106178,0.8055555555555556,0.6914285714285715,0.33398962108115327,0.2943755647896756
irc1_adaptive,2,train,256,256,256,0.5,32,0.125,0.4813527912265977,0.8153599330357143,0.20043512533794697,0.78125,0.6388962355637838,0.3401849855023125,0.3090660088566899
irc1_adaptive,2,validation,256,256,256,0.5,28,0.109375,0.44932663818361535,0.8851817042606517,0.18986964698030953,0.8928571428571429,0.6742081447963801,0.33601694900572426,0.3063843543812674
irc1_adaptive,3,test,256,256,256,0.5,34,0.1328125,0.4619221584200597,0.7666269210386858,0.19920082154494703,0.7352941176470589,0.6422915696320447,0.349051170070377,0.3107096043063894
irc1_adaptive,3,train,256,256,256,0.5,45,0.17578125,0.474615806751357,0.8169562927856767,0.20234546846067,0.8,0.6866461344073285,0.35743254180171563,0.3280714866771295
irc1_adaptive,3,validation,256,256,256,0.5,36,0.140625,0.4493928215187498,0.7982954545454545,0.18740728273902724,0.6666666666666666,0.688386535834058,0.35572901335396173,0.32218606705371994
irc1_no_chla_adaptive,1,test,256,256,256,0.5,37,0.14453125,0.31536987495114366,0.7497840306059484,0.23878385669821406,0.5405405405405406,0.6445790735832386,0.38345475480807223,0.3509023733786847
irc1_no_chla_adaptive,1,train,256,256,256,0.5,34,0.1328125,0.38160671839194205,0.7108505564387916,0.23649211971070222,0.4117647058823529,0.6785714285714286,0.4111088149741017,0.38363160975195293
irc1_no_chla_adaptive,1,validation,256,256,256,0.5,27,0.10546875,0.26617735698058603,0.6791201682031377,0.23654303557341638,0.37037037037037035,0.5964447425792386,0.3850380666139269,0.34998196373825297
irc1_no_chla_adaptive,2,test,256,256,256,0.5,36,0.140625,0.3745117326107038,0.76010101010101,0.22326899056923039,0.5,0.674074074074074,0.38180903459932974,0.34193023914773296
irc1_no_chla_adaptive,2,train,256,256,256,0.5,32,0.125,0.24946985623552753,0.6150948660714286,0.24231392963465628,0.28125,0.5825519771708112,0.3997797522794222,0.3646002579250275
irc1_no_chla_adaptive,2,validation,256,256,256,0.5,28,0.109375,0.17256043134546234,0.6066729323308271,0.23914441811403414,0.25,0.5595698924731183,0.40216757111199386,0.3679518657399281
irc1_no_chla_adaptive,3,test,256,256,256,0.5,34,0.1328125,0.28735967808489066,0.6591149973502914,0.23864144338597937,0.4411764705882353,0.6224617129892229,0.4041118189344774,0.36549586118208854
irc1_no_chla_adaptive,3,train,256,256,256,0.5,45,0.17578125,0.36446135374944394,0.6597156398104266,0.2418160305058239,0.4,0.6432246998284734,0.4119809130842337,0.38023088991715204
irc1_no_chla_adaptive,3,validation,256,256,256,0.5,36,0.140625,0.22695924565650027,0.5626262626262626,0.23905430928017474,0.2222222222222222,0.5714285714285714,0.41168722202078933,0.37822243024586905
